"","","","","/項目 コード","D3203","D320301","D320302","D320303","D320304","D320305","D320306","D320307","D320308","D320309","D320310","D320311","D320312","D320401","D320402","D320403","D320404","D320405","D320406","D320407","D320408","D320410","D320411","D320412"
"1986100000","1986年度","29363","奈良県 田原本町","","5280898","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29385","奈良県 曽爾村","","1975072","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29386","奈良県 御杖村","","2156176","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29401","奈良県 高取町","","1960257","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29402","奈良県 明日香村","","2117228","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29424","奈良県 上牧町","","5165438","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29425","奈良県 王寺町","","5901830","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29426","奈良県 広陵町","","5425840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29427","奈良県 河合町","","4397465","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29441","奈良県 吉野町","","3703840","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29442","奈良県 大淀町","","6840711","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29443","奈良県 下市町","","2697549","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29444","奈良県 黒滝村","","882940","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29446","奈良県 天川村","","1409592","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29447","奈良県 野迫川村","","1868416","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29449","奈良県 十津川村","","4650895","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29450","奈良県 下北山村","","1371671","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29451","奈良県 上北山村","","1355047","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29452","奈良県 川上村","","2484045","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","29453","奈良県 東吉野村","","1829841","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30201","和歌山県 和歌山市","","92103980","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30202","和歌山県 海南市","","15427039","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30203","和歌山県 橋本市","","18005380","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30204","和歌山県 有田市","","10176860","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30205","和歌山県 御坊市","","13071236","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30206","和歌山県 田辺市","","23265689","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30207","和歌山県 新宮市","","11562905","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30208","和歌山県 紀の川市","","16256606","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30209","和歌山県 岩出市","","5828950","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30304","和歌山県 紀美野町","","5194296","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30341","和歌山県 かつらぎ町","","6748306","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30343","和歌山県 九度山町","","2024476","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30344","和歌山県 高野町","","2430080","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30361","和歌山県 湯浅町","","5791350","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30362","和歌山県 広川町","","3434734","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
"1986100000","1986年度","30366","和歌山県 有田川町","","11351557","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***","***"
